source1_entity_id	matched_entity_ids
S1-168546072	S2-697613418,S2-526786543,S2-251725855,S3-396228335,S3-932680129
S1-355983578	S2-777953730,S2-523967723,S2-181595912,S2-6723961
S1-812301828	S2-290755956,S2-232823470,S2-168526645,S3-315255215,S3-705222427,S3-530163966
S1-321417841	S2-344815457,S2-406703759,S2-409210806,S2-301823898,S3-416157613
S1-987248741	S2-469167667,S2-93819331,S3-227324284,S3-960432480
S1-944113846	S2-838927422,S3-697768193
S1-293078494	S2-882003348,S2-356392042,S3-79537419,S3-825668850
S1-129096506	S2-436860145,S2-803562250,S3-143417284,S3-537110615,S3-684770965
S1-288544077	S2-149249760,S3-21448108,S3-656177666
S1-171923214	S2-431329249,S2-845333563
S1-347654872	S2-689861032,S3-820587726
S1-324037722	S2-441125456,S2-432533429,S2-173857134,S2-498862206,S3-706874495
S1-869588190	S2-62153402,S3-81684786
S1-689025551	S2-400982311,S3-121318253,S3-169170752
S1-98259614	S2-229167486,S2-323888767,S3-119556011,S3-718588650,S3-77501944
S1-802350641	S2-106324397,S3-936313396,S3-406120461,S3-378140984
S1-28212376	
S1-539689928	S3-770917521
S1-546008660	S2-946222493,S3-594723144
S1-39327496	S2-707510990,S2-790143032,S2-494235449,S3-296178813
S1-766760770	S2-667146107,S2-736047664,S2-837163229,S2-477084691,S3-800738464
S1-956605314	S2-400772952,S3-978817907,S3-916034448
S1-86075825	S2-922193550,S2-448068434,S3-896405837,S3-458253017
S1-205559913	S2-734493604,S2-511105830,S3-115344717,S3-72361873,S3-151081518
S1-571223052	S2-311189871,S3-474364900
S1-102541475	S2-484775692,S3-769031703
S1-256233605	S2-489379172,S3-415983907,S3-716986792
S1-24219535	S2-33202373,S2-679787784,S3-601313420,S3-858762601
S1-418923266	S2-70242379
S1-38997318	S3-339513832
S1-517052291	S2-523272617,S2-260778474,S3-434172677
S1-215690079	S2-345914293,S3-468173142,S3-477022966,S3-205561383,S3-851767778
S1-789283537	S2-408061142,S3-148994286,S3-536550737
S1-295371412	S2-105633182,S3-632901746,S3-239212118,S3-100421049
S1-95655880	S2-870567293,S2-110776110,S3-935753863,S3-322993113,S3-585271132,S3-878712716,S3-107052655
S1-933928197	S2-353201457,S2-376902956,S3-125910796,S3-919269387,S3-195497006
S1-922445393	S2-719726221,S2-976486283,S3-421445422,S3-482241677,S3-362699198
S1-383990207	S2-462234441,S2-725232571,S2-542501408,S2-206291509,S3-547826340
S1-648498646	S2-547952537,S3-486706480,S3-101802293,S3-865843811
S1-324791688	S2-537090334,S2-694149401,S3-534670545,S3-920431113
S1-950541375	S2-572329941,S3-120682093,S3-328645781,S3-259292820
S1-488918103	S2-354161757,S2-569112342,S2-430043830,S3-208263182,S3-81505976,S3-792739787,S3-815633093
S1-404896478	S2-352662744,S2-731977369,S2-630120803,S3-432651134,S3-271982811,S3-599221285,S3-710018533
S1-53115850	S2-491066985,S2-581478878,S3-277992776
S1-24489461	S2-815985489,S3-319191238,S3-698041383
S1-442328598	S3-876508314
S1-452915409	S2-277630809,S2-145892046,S2-400361878,S2-416784108,S3-984801053,S3-167644574,S3-839668077
S1-460060907	S2-594934148,S3-958693093,S3-743298503
S1-884313858	S2-699776657,S2-998619729,S2-367302922,S3-589303841,S3-404911576
S1-531972184	S2-72484864,S3-484418261,S3-895611544,S3-6896435,S3-57264724
S1-206195420	S2-39878933,S2-254071780,S2-825936447,S3-205861927,S3-371750841
S1-748719926	S2-841961743,S2-58107459,S2-266004048,S3-683570055,S3-899008937,S3-782464625,S3-249859766
S1-184032570	S2-348519224,S2-234393329,S2-114124251,S3-83135243,S3-532869628,S3-109084669
S1-20211117	S2-589365229,S2-388392468,S3-172600850
S1-275521277	S2-801340524,S2-189199770,S3-318436018,S3-647176908,S3-681695968
S1-218925781	S2-623391992,S2-259598835,S2-524980817,S2-125452661,S3-231827444,S3-738157920
S1-271626135	S2-724573739,S3-76018615,S3-635354936
S1-204025649	
S1-477285411	S2-78218215,S2-917934822,S3-545289685
S1-654422109	S2-888123085,S2-332205628,S3-593438107
S1-365580092	S2-856561254,S2-488076019,S2-317545574,S3-52100951,S3-928986477
S1-245649528	S2-441894690,S3-145620037,S3-720198521,S3-664378835
S1-963222858	S2-649613870,S3-843473687
S1-516085350	S2-774465822,S3-776342127,S3-158721783,S3-595160256
S1-993509824	S2-476980924,S2-961068588,S3-317367865,S3-447833951
S1-22824658	S2-551036824,S3-18499227
S1-249444341	S2-709687549,S2-713710214,S3-18255887,S3-122402519,S3-883762832,S3-587301657
S1-652559119	S2-677796187,S2-302286557,S3-597020414
S1-896393786	S2-940523107,S2-556484537,S3-472812493
S1-252933342	S2-281108533,S2-64846755,S2-842709259,S3-226203109
S1-918745445	
S1-999793298	S2-30993986,S3-409291507,S3-988423078
S1-792331828	S2-950198374,S3-510816357,S3-511350207,S3-508877208
S1-466057270	S2-823821112,S2-384853003,S2-300093906,S3-326182520
S1-766746011	S2-804184492,S2-577875313,S3-536306241,S3-674901157
S1-508950511	S2-954729358,S3-880756386,S3-676856737
S1-610683375	S2-26811726,S3-881355839,S3-617896202,S3-522103823,S3-805302924,S3-155552060
S1-874252991	S2-752589052,S3-82186721,S3-664388436
S1-192694666	S2-3174498,S2-687573996,S3-665756659
S1-560687173	S2-331695730,S3-502245193
S1-54650728	S3-473048004,S3-408025176
S1-467463537	S2-858159643,S2-889401550,S3-490801731
S1-456627670	S2-974299362,S2-688387553,S3-112542641
S1-787633077	S2-204912992,S3-463785685,S3-213982340
S1-522630717	S2-893302084,S2-389427625,S3-275068923
S1-203664594	S2-491283568,S3-662199638
S1-339230631	S2-555217220,S2-741690235,S3-985139217,S3-32703806
S1-328151659	S2-637876265,S2-683955584,S3-125650334
S1-790489297	S2-142287206,S2-819558831,S3-949007290,S3-265139997,S3-868086170
S1-949017463	S2-974722816,S3-27097760,S3-680639336
S1-40410687	S2-946461286,S2-669098423,S2-390930626,S3-867973204
S1-648674437	S2-219572257,S2-498374890
S1-279826814	S2-77136004,S2-203161646,S3-708093706
S1-289177987	S2-192617945,S2-955695667,S3-440859537
S1-414800915	S2-952679025,S2-807519481,S3-940590208,S3-701023459,S3-739627639
S1-51747683	S2-165683763,S2-869316713,S3-279572275,S3-748423408,S3-698898158
S1-899325012	S2-41250728,S2-568174754,S3-932539004,S3-705648165
S1-802627782	S2-138783258,S2-97444752,S3-496523594,S3-742396007
S1-495025805	S2-552476993,S3-368606058,S3-973999072
S1-991414124	S2-649062654,S2-390356537,S3-772560712
S1-369168321	S2-839596510,S2-651386876,S2-681391367,S3-667371829,S3-372162350,S3-473032349
S1-112526361	S2-758261896,S2-186863229,S2-145868678,S3-576959530,S3-390250058
S1-131490572	S2-297542604,S2-325779845,S3-317276433
S1-305615809	S2-472000120,S3-236336965
S1-409650543	S2-139074824,S3-16317905,S3-203552147
S1-927440532	S2-86188652,S2-77764146,S2-330823411,S3-753135650,S3-372881864,S3-593914156
S1-891000663	S2-864709192,S3-143124328,S3-47039204
S1-496823241	S2-220048059,S2-503033341,S3-996548572,S3-336443478
S1-166762896	S2-370223203,S3-520627887
S1-105024171	S2-373031607,S2-301043713,S2-136215451,S3-448576965,S3-246634126
S1-23686105	S2-414539777,S2-31337,S3-782293568,S3-914665707,S3-722836144
S1-377688418	S3-868386731,S3-163508940
S1-328046969	S2-380499422,S2-958056389,S3-503258827,S3-846081075
S1-181869167	S2-797749404,S2-37152711,S2-511890526,S3-661396758,S3-332406427,S3-265788361,S3-719894224
S1-885101561	S2-560615943,S2-280511959,S2-880557953,S3-193884666,S3-12783073
S1-946766248	S2-93029693,S2-445250943,S2-348514051,S2-485894146,S3-839437818,S3-42435299
S1-139561492	S2-380467369,S3-607952877
S1-511730328	S2-151533674,S3-780433911,S3-606991699
S1-262971593	S2-333814869,S2-392836832,S3-452060162,S3-929437932
S1-266958879	S2-708232728,S2-689537112,S3-864058768,S3-762303367
S1-693371489	S3-673736153,S3-206648073
S1-719058727	S2-495404195,S2-680316972,S3-99100693,S3-582613097,S3-447053539,S3-21935061
S1-290456882	S2-9500524,S2-187254926,S3-373620660
S1-437527511	S2-365169175,S2-68949347,S3-855018784
S1-533377277	S2-264630825,S2-303968433,S3-891442110
S1-741005025	S2-633229828,S3-50581921,S3-23338912
S1-579280595	S2-772069179,S2-640867459,S2-620233209,S2-369736086
S1-510566437	S2-613045244,S2-948238675,S2-286357087,S2-48596064,S2-345962979,S3-695386328,S3-158124087
S1-461739450	S2-649036726,S2-821251373,S3-558917437,S3-2746932,S3-566277685
S1-415862416	S2-315194363,S2-505403791,S3-886157450
S1-398450481	S2-385586595,S3-759377126,S3-249578046,S3-265591138
S1-413283498	S2-139321896,S3-12739148
S1-199493266	S2-507369795,S2-774458743,S3-583935046,S3-212108867
S1-770352993	S2-422097910,S3-236374455,S3-567972184
S1-164703848	S2-142862530,S2-904812128,S3-319109217,S3-390925893,S3-685170082,S3-814875129
S1-806968166	S2-217234729,S3-977472590,S3-414323967
S1-697146449	S2-436766908,S2-150066242,S2-266156627,S3-303964155,S3-770105856
S1-899172866	S2-210847318,S2-206626649,S3-619333991,S3-831930534
S1-848600	S3-20928123,S3-554456770,S3-810237023
S1-158438642	S3-607937400,S3-945747424,S3-554656802
S1-526629905	S2-152214589,S3-748673073,S3-497872238,S3-836086456
S1-575292468	S2-750126749,S3-783385150
S1-157701658	S2-559851307,S2-908282545,S3-917674353,S3-119582599
S1-345922138	S2-791294424,S2-5135588,S2-564757060,S3-277782155
S1-713010447	S3-208587773
S1-566006038	
S1-351456514	S3-714570494,S3-496997692,S3-240726532
S1-659175940	S2-613612714,S2-693887351,S3-719605332,S3-454991795,S3-546731285,S3-30308105
S1-893723763	S2-388557592,S3-552421065
S1-208265877	S2-389320163,S2-960674808,S3-500147230,S3-820175618,S3-796676067,S3-304604516
S1-792008565	S2-36338861,S3-9702812,S3-190197555,S3-263593061,S3-350643796
S1-843027795	S2-924545112,S2-211719565,S2-113012386,S3-683503986,S3-740864397
S1-125224325	S2-452231962,S2-514011460,S3-619975146,S3-536516884,S3-679599806
S1-976613184	S2-117712949,S3-491968027,S3-354048083,S3-413697815
S1-257632353	S2-669885988,S2-231351544,S3-146292406
S1-545524803	S2-993139068,S2-705778415,S3-822626994,S3-417995903,S3-795545685
S1-500411885	S2-403819602,S2-178325435,S3-459224421
S1-608650704	S3-790756591,S3-482612541,S3-886480778,S3-236610036
S1-50985798	S2-62793794,S2-835218434,S2-987562900,S3-673025946,S3-518188367
S1-783767022	S2-110449439,S2-348807188,S3-122756882,S3-58789769
S1-554503611	S2-974531629,S3-584627509,S3-282691698
S1-245969003	S2-558864132
S1-634157262	S2-174326955,S2-28699528,S3-565725817,S3-512355311
S1-498470206	S2-152781535,S2-621587222,S2-398889367,S2-331579151,S3-106992723,S3-591535995
S1-287776257	S2-33831117,S3-627848239
S1-808031307	S2-253616091,S3-713711294
S1-630823015	S2-778270039,S2-601853564,S3-618402825
S1-380539050	S2-818165113,S3-126256049,S3-583210351
S1-616555905	S2-795028761,S2-833642527,S2-264107483,S3-295749080,S3-811658196,S3-255776436
S1-767815316	S2-387868042,S3-292854189,S3-703452951,S3-209152262
S1-568727299	S2-43265576,S2-666059057,S3-389418599,S3-332566397,S3-138116029
S1-813316363	S2-644692242,S2-150785318,S2-681440059,S3-19213696,S3-652171776,S3-614714629
S1-685781470	S2-219705157,S2-338197831,S3-115954595
S1-15207657	S2-759652107,S3-316025825,S3-327117405
S1-71853186	S2-742034863,S2-79076664,S3-169128817,S3-65624930
S1-30828216	S2-133440044,S3-297975383
S1-110358114	S2-105524377,S3-593737818,S3-5840140
S1-878734176	S2-687060095,S2-174992711,S3-270226127,S3-762784030,S3-551600011,S3-917140017,S3-871141316
S1-935881037	S2-249117269,S3-41712290
S1-19778635	S2-179306069,S3-287928641,S3-261088983
S1-44119323	S2-276696816,S2-30427141,S2-559775801,S3-936554558,S3-228797629
S1-893906980	S2-665961195,S2-100820806
S1-504350501	
S1-397265859	S2-929161568,S2-239491361,S2-66127979,S3-189158871,S3-195059630
S1-876353622	S2-376671581,S2-842315149,S3-367696080,S3-186436830
S1-919990000	S2-358876951,S3-470442455,S3-328964605
S1-314124505	S2-25627695,S3-732951528
S1-630300408	S2-233462358,S2-828781898,S3-578268002,S3-103285881,S3-372355021,S3-795571782
S1-645079990	S2-267536383,S3-463913385
S1-206383215	S2-512554151,S3-607340005
S1-397076570	S2-578741193,S2-265339375,S3-706703278,S3-44959056
S1-707761421	S2-855479993,S3-98208588
S1-291006550	S2-802673946,S3-308984392
S1-781488368	S2-741624237,S2-997794840,S2-523923189,S2-399367670,S3-368888176,S3-8618082
S1-918581728	S2-657186978,S3-882779110
S1-591372958	S2-334666602,S2-560268572,S3-545837717
S1-992044907	S2-710679279,S2-764543206,S3-157455416,S3-600844328
S1-891833169	S2-65554277,S2-25345424
S1-975176013	S2-425092140,S2-644458871,S2-617771618
S1-982117555	S2-254032875,S2-543550587,S2-794883572,S3-714962143,S3-729462103,S3-107134428,S3-381842201
S1-732622399	S2-281764783,S3-338304835
S1-643015070	S2-351325645,S2-361550648,S2-874289152,S3-400679152,S3-981181680,S3-975543625,S3-781121546,S3-789819369
S1-977619640	S2-801445382,S3-146910953,S3-754887118,S3-324903208
S1-141579887	S2-42948640,S2-606939325,S3-135616656
S1-210710424	S2-583856280,S3-754745824,S3-801016857
S1-959289452	S2-774760539,S2-681057362,S2-254046976,S3-73387273,S3-965365523
S1-322431043	S2-927700656,S3-177506864
S1-979544001	S2-73368939,S2-939349324,S3-35635500
S1-656762946	S2-214090483,S2-578685350,S3-67284676,S3-583507420
S1-105718195	S2-240803098,S3-142986969,S3-957553396
S1-841033361	S2-863328996,S2-769312514,S2-693311536,S3-518051304,S3-467871665,S3-955684402,S3-918852105
S1-656134487	S2-489435040,S2-219964354,S3-535353705
S1-47000058	S2-98303092,S3-123553717,S3-455575153
S1-934300024	S2-910948705,S3-173522998
S1-237593990	S2-883603032,S2-678326897,S3-591205642,S3-426518438
S1-231576704	S2-35077501,S3-312389749,S3-386769893,S3-296656130,S3-344111554
S1-140291661	S2-66198447,S2-221415035,S2-669683982,S2-401772093,S3-895404852,S3-778628129
S1-137335929	S2-72346574,S3-446601233
S1-20411953	S2-999521934,S3-857821552
S1-820336382	S2-219303846,S2-401077550,S3-411668539,S3-537666146
S1-271508520	S2-884777492,S3-100088502,S3-628453353
S1-89515542	S2-962076866,S2-678391041,S2-833196944,S2-498569785,S3-570033292,S3-136840549
S1-321022055	S2-198064319,S3-359894893,S3-329068583
S1-599095069	S2-506159000,S3-831680004,S3-55046329
S1-957362422	
S1-77254507	S2-379037597,S2-295772656,S3-729755790,S3-499534710,S3-806728416
S1-723044173	S2-888795874,S2-880259477,S2-523270071,S3-534553237,S3-875215873
S1-650460306	S2-161214121,S2-490180248,S3-669927430,S3-285516688,S3-783453431,S3-433878988
S1-42522792	S2-228571913,S2-89485102,S2-611083557,S2-875718933,S3-690916722,S3-596336658,S3-744650007
S1-523117558	S2-143599801,S3-71278252
S1-18939413	S2-604904804,S2-291663438,S3-966939839
S1-629163767	S2-52674082,S2-465534694,S3-881488587,S3-408849679
S1-209078690	S2-186789822,S2-707004303,S3-273679188,S3-484604096
S1-690406013	S2-915360811,S2-681227739,S3-315680650
S1-207046681	S2-776271608,S3-152664262,S3-736255158,S3-787267053,S3-85490560
S1-571615853	S2-401296659,S2-158273223,S3-180720339
S1-701301640	S2-50978224,S3-916103399,S3-845653644
S1-506712557	S2-156445110,S2-870234183,S3-572393266,S3-208768820
S1-487113768	S2-906647282,S2-550265164,S3-431039470
S1-178793521	S2-142597453,S3-926149790,S3-550750713
S1-533785440	S2-489235727,S2-554506939,S3-284333868,S3-639428960
S1-302994793	S2-261143802,S2-419098100,S2-171957980,S3-710606511
S1-5820188	S3-277907609,S3-664903327,S3-238489463
S1-528461216	S2-243947579,S2-369983795,S2-986424520,S3-849302191,S3-581458232,S3-693353279
S1-375269406	S2-779110011,S3-610084083,S3-356127831,S3-939866134
S1-463569965	S2-151325321,S3-707107845
S1-13868352	
S1-888009859	S2-151395388,S3-748770151,S3-807494923,S3-411453700
S1-339794592	S2-121522371,S2-46788538
S1-7137280	S2-613007188,S3-238810812
S1-331430250	
S1-115473906	S2-22250439,S3-373915625,S3-95091761
S1-8671920	S2-450206811,S3-46933825,S3-92308889,S3-761138393,S3-747970979,S3-41981471
S1-131959154	
S1-535440561	S3-167039605,S3-773007145
S1-187701150	S2-861344263,S2-618788354,S2-860157559,S3-917679928,S3-50679061,S3-189858736
S1-69750455	S2-843821503,S2-366805133,S3-393772344,S3-12340763,S3-114819790
S1-435910932	S2-669601684,S2-942673886,S2-272393210,S3-225520024
S1-205719324	S2-620275221,S2-984811332,S2-622055196,S3-824146648,S3-275719694,S3-260973630,S3-755823350,S3-693871742
S1-905277732	S2-624817179,S3-582384732,S3-364655040,S3-180323996,S3-118111096
S1-510631734	S2-360454809,S3-250639714,S3-826466149,S3-443951219
S1-84850956	S2-967489811,S3-584051787
S1-212451485	S2-61507062,S3-371250735,S3-381374369
S1-911389390	S2-599173421,S2-881652693,S3-258675975,S3-600772437,S3-442901882
S1-313820824	S2-780955553,S3-981046179
S1-64202419	S2-102032182,S2-62927550,S3-609793038
S1-979969298	S2-933423674,S2-498087062,S3-773349599
S1-842039708	S2-720372970,S2-909844426,S3-835932030,S3-508760287,S3-863145264
S1-78925738	S2-440540366,S2-168581794,S2-516547339,S3-296756308,S3-331663423
S1-424639725	S2-112715682,S2-467631838,S3-317343602
S1-481381982	S2-793685702,S3-444891013
S1-824196055	S2-414679372,S2-517764316
S1-580487130	S2-530209831,S2-812795829,S2-788162890,S3-212178294,S3-397707727,S3-465246788,S3-701487614
S1-10116501	S2-740833156
S1-204719901	S2-572328962,S3-406784524
S1-170294633	S2-291388792,S3-618616016
S1-814719853	S2-935587200
S1-763424926	S2-516427782,S3-682270808
S1-447302134	S2-442714289,S2-803969157,S2-305368460,S3-564085992
S1-324584200	S2-713677406,S3-271079967
S1-63283581	S2-65851039,S2-680235114,S3-813475156,S3-775358926
S1-7541800	S2-430586645,S2-905290002,S2-998905186,S3-138039651
S1-193874458	S2-27608014,S3-49672563,S3-901629045,S3-84259106
S1-27186029	S2-803786593,S3-353947348
S1-824851636	S2-909987058,S3-405269520,S3-175850528,S3-900561502,S3-467833828
S1-963080695	
S1-126264751	S2-28609388,S2-219975029,S2-310998533,S3-981012719
S1-534097218	S2-256750496,S3-600492019
S1-696462490	S2-997564600,S2-683510361,S3-768550949
S1-148426166	S2-790075213,S3-611177430,S3-898406939
S1-450001604	S2-534176860,S2-23836687,S2-772891858,S2-247131694,S3-476109794,S3-187670599
S1-766171321	S2-944583413,S2-236202525,S3-715322208
S1-164738321	S2-455329203,S3-173205744,S3-734522516
S1-508364591	S2-498551159,S2-555373640
S1-123181965	S2-116579523,S2-822102414,S3-224075922
S1-907787728	S2-999078805
S1-277174304	
S1-520031039	S2-18032421,S2-77158595,S3-213859720
S1-721650597	S2-651881457,S3-522931005,S3-161892258
S1-884353354	S2-83628894,S2-873361222,S3-291607009,S3-432966159,S3-947528525
S1-204753392	S2-868705226,S2-934637796,S2-887089510,S3-20213327,S3-434289977,S3-577708427,S3-342710731
S1-461085009	S2-663033517,S2-856671714,S3-984353324,S3-112712190
S1-354308269	S2-804962913,S2-418687791,S2-980022926,S3-285193477
S1-557250110	S2-391603755,S3-502734263
S1-244933092	S2-167085615,S2-226393497,S3-71910326
S1-534291364	S2-652939425,S3-80740765,S3-945144017
S1-988008540	S2-506282141,S2-687652785,S2-171879749,S3-295867524,S3-469719695,S3-770465654
S1-747179024	S2-224909665,S3-921142134,S3-924586900,S3-897185392,S3-969327489,S3-555774585
S1-6418799	S2-712534839,S3-853481957,S3-687464683,S3-72794742
S1-624023620	S2-616050736,S3-596705255
S1-181717025	S2-621538604,S3-845704349
S1-523267697	S3-576138867
S1-834709845	S2-59253508,S3-926262811,S3-239954092
S1-129519195	S2-199301987,S3-31441379,S3-416863983,S3-107048446
S1-103695802	S2-546828918
S1-915429474	S2-663572682,S2-476301698,S2-927050600,S3-191936261
S1-324839669	S2-225812932,S3-318993492
S1-151502066	S3-618597905,S3-258636488
S1-357979621	S2-160626976,S3-36739041,S3-432793436
S1-294884962	S2-261341631,S2-306293109,S3-777935514,S3-686034541,S3-464631282
S1-771892637	S2-12603058,S3-557172847
S1-481687751	S2-720758199,S2-44803580,S2-820119050,S3-488529618,S3-605828916
S1-320351831	S2-627561477,S2-622117926,S3-65475
S1-334453391	S2-214658955,S3-988471790,S3-710758499,S3-527973456
S1-494464395	S2-798885469,S2-860206632,S3-779283163,S3-494149913
S1-203686928	S2-108674213,S2-892956982,S2-929582966,S3-608064497
S1-771172361	S2-310405053,S2-501031122,S3-402959307,S3-849504125,S3-956879452
S1-343988766	S3-836170648
S1-178103731	S2-350229648
